NO,상가유형,호선,역명,상가번호,면적(㎡),영업업종,보호업종,계약시작,계약종료,임대료
1396,개별(일반),7호선,건대입구(7)역,727-201,76,약국,,2020.01.09,2025.02.07,"25,650,000"
1397,네트워크,7호선,건대입구(7)역,727-202,37.36,편의점,,2020.02.13,2025.04.12,"13,409,110"
1398,GS,7호선,건대입구(7)역,727-204,75,공실,,,,
1399,GS,7호선,건대입구(7)역,727-205,30,공실,,,,
1400,GS,7호선,건대입구(7)역,727-206,29,공실,,,,
1401,GS,7호선,건대입구(7)역,727-301,26,공실,,,,
1402,GS,7호선,건대입구(7)역,727-302,32,공실,,,,
1403,네트워크,7호선,뚝섬유원지역,728-001,29.89,편의점,,2020.02.13,2025.04.12,"5,262,400"
1404,GS,7호선,청담역,729-103,33,공실,"제과, 화장품",,,
1405,GS,7호선,청담역,729-104,81,공실,"제과, 화장품",,,
1406,공실,7호선,청담역,729-301,69.7,,"제과, 화장품",,,
1407,개별(일반),7호선,청담역,729-303,97.44,푸른마을,"제과, 화장품",2017.09.01,2022.10.31,"2,819,712"
1408,네트워크,7호선,청담역,729-306,65.36,제과,"제과, 화장품",2016.10.10,2021.12.09,"3,466,100"
1409,네트워크,7호선,청담역,729-307,37.11,화장품,"제과, 화장품",2016.10.10,2021.11.24,"4,475,087"
1410,네트워크,7호선,청담역,729-308,52.34,편의점,"제과, 화장품",2020.02.13,2025.04.12,"16,639,480"
1411,개별(일반),7호선,청담역,729-326,35.2,농산물,"제과, 화장품",2019.09.23,2024.09.22,"1,301,600"
1412,공실,7호선,청담역,729-327,154.27,,"제과, 화장품",,,
1413,GS,7호선,청담역,729-331,25,공실,"제과, 화장품",,,
1414,GS,7호선,청담역,729-332,43,공실,"제과, 화장품",,,
1415,GS,7호선,청담역,729-333,55,공실,"제과, 화장품",,,
1416,GS,7호선,청담역,729-334,35,공실,"제과, 화장품",,,
1417,GS,7호선,청담역,729-335,43,공실,"제과, 화장품",,,
1418,GS,7호선,청담역,729-340,45,공실,"제과, 화장품",,,
1419,GS,7호선,청담역,729-377,25,공실,"제과, 화장품",,,
1420,GS,7호선,청담역,729-378,108,공실,"제과, 화장품",,,
1421,네트워크,7호선,강남구청역,730-101,63.8,편의점,,2020.02.13,2025.04.12,"16,140,410"
1422,개별(일반),7호선,강남구청역,730-102,355.7,의원,,2019.04.22,2024.07.20,"4,901,000"
1423,복합,7호선,강남구청역,730-103,472,멀티편의공간(다이소 및 카페),,2015.12.28,2021.02.26,"16,834,400"
1424,복합,7호선,강남구청역,730-104,,멀티편의공간(다이소 및 카페),,2015.12.28,2021.02.26,
1425,복합,7호선,강남구청역,730-105,,멀티편의공간(다이소 및 카페),,2015.12.28,2021.02.26,
1426,복합,7호선,강남구청역,730-106,,멀티편의공간(다이소 및 카페),,2015.12.28,2021.02.26,
1427,복합,7호선,강남구청역,730-107,,멀티편의공간(다이소 및 카페),,2015.12.28,2021.02.26,
1428,복합,7호선,강남구청역,730-108,,멀티편의공간(다이소 및 카페),,2015.12.28,2021.02.26,
1429,복합,7호선,강남구청역,730-109,,멀티편의공간(다이소 및 카페),,2015.12.28,2021.02.26,
1430,복합,7호선,강남구청역,730-110,,멀티편의공간(다이소 및 카페),,2015.12.28,2021.02.26,
1431,개별(일반),7호선,강남구청역,730-111,22,약국,,2019.04.19,2024.07.17,"3,010,000"
1432,공실,7호선,강남구청역,730-201,73.3,,,,,
1433,네트워크,7호선,강남구청역,730-202,57,액세서리,,2018.05.09,2023.07.07,"4,388,000"
1434,개별(일반),7호선,강남구청역,730-204,9.2,의류,,2017.04.14,2022.05.14,"930,998"
1435,개별(일반),7호선,강남구청역,730-205,28,의류,,2019.10.24,2024.11.22,"2,000,000"
1436,GS,7호선,강남구청역,730-206,55,공실,,,,
1437,GS,7호선,강남구청역,730-207,30,공실,,,,
1438,GS,7호선,강남구청역,730-208,36,공실,,,,
1439,GS,7호선,강남구청역,730-209,36,공실,,,,
1440,GS,7호선,강남구청역,730-210,41,공실,,,,
1441,GS,7호선,강남구청역,730-211,41,공실,,,,
1442,GS,7호선,학동역,731-102,16,공실,,,,
1443,네트워크,7호선,학동역,731-201,55.45,편의점,,2020.02.13,2025.04.12,"15,504,060"
1444,개별(일반),7호선,학동역,731-202,16.4,의류,,2018.08.14,2023.09.12,"2,106,500"
1445,개별(일반),7호선,학동역,731-203,17.54,제과,,2019.12.21,2025.01.19,"4,680,000"
1446,개별(일반),7호선,학동역,731-205,31.39,의류,,2020.02.24,2025.03.25,"2,683,000"
1447,개별(일반),7호선,학동역,731-206,29.44,의류,,2019.09.20,2024.10.19,"4,001,000"
1448,네트워크,7호선,학동역,731-208,58,액세서리,,2018.05.09,2023.07.07,"4,244,489"
1449,소송상가,7호선,학동역,731-209,68.55,제과,,2014.11.14,2019.12.13,"4,780,000"
1450,GS,7호선,학동역,731-210,51,공실,,,,
1451,GS,7호선,학동역,731-211,25,공실,,,,
1452,GS,7호선,학동역,731-212,44,공실,,,,
1453,GS,7호선,학동역,731-213,41,공실,,,,
1454,GS,7호선,학동역,731-214,42,공실,,,,
1455,GS,7호선,학동역,731-215,41,공실,,,,
1456,GS,7호선,학동역,731-216,21,공실,,,,
1457,네트워크,7호선,논현역,732-101,57.7,의류,제과,2018.05.09,2023.07.07,"5,189,834"
1458,개별(일반),7호선,논현역,732-102,63.44,분식,제과,2019.12.10,2025.01.08,"5,606,500"
1459,개별(일반),7호선,논현역,732-103,37.8,의류(언더웨어),제과,2017.03.09,2022.04.08,"3,530,000"
1460,네트워크,7호선,논현역,732-104,44.65,편의점,제과,2020.02.13,2025.04.12,"13,317,590"
1461,공실,7호선,논현역,732-105,33.6,,제과,,,
1462,GS,7호선,논현역,732-107,35,공실,제과,,,
1463,GS,7호선,논현역,732-108,29,공실,제과,,,
1464,네트워크,7호선,논현역,732-201,29.92,제과,제과,2016.05.27,2021.07.26,"5,482,433"
1465,개별(일반),7호선,논현역,732-202,30,의류,제과,2018.02.23,2024.03.24,"6,820,000"
1466,공실,7호선,논현역,732-203,23,,제과,,,
1467,GS,7호선,논현역,732-207,50,공실,제과,,,
1468,GS,7호선,논현역,732-208,50,공실,제과,,,
1469,GS,7호선,논현역,732-209,33,공실,제과,,,
1470,GS,7호선,논현역,732-210,25,공실,제과,,,
1471,GS,7호선,논현역,732-211,46,공실,제과,,,
1472,GS,7호선,논현역,732-212,75,공실,제과,,,
1473,복합,7호선,반포역,733-111,1260.58,피트니스,,2017.12.02,2023.03.01,"15,229,200"
1474,복합,7호선,반포역,733-112,,세탁방,,2017.12.02,2023.03.01,
1475,복합,7호선,반포역,733-113,,커피숍,,2017.12.02,2023.03.01,
1476,복합,7호선,반포역,733-114,,사무실,,2017.12.02,2023.03.01,
1477,복합,7호선,반포역,733-115,,스터디카페,,2017.12.02,2023.03.01,
1478,복합,7호선,반포역,733-102,277.14,헬스 및 VR,,2017.12.02,2023.03.01,
1479,복합,7호선,반포역,733-103,75.48,헬스 및 VR,,2017.12.02,2023.03.01,
1480,개별(일반),7호선,반포역,733-138,40,의류,,2020.06.04,2025.07.04,"2,700,000"
1481,네트워크,7호선,반포역,733-154,40.36,편의점,,2020.02.13,2025.04.12,"7,854,990"
1482,공실,7호선,반포역,733-155,23.8,,,,,
1483,GS,7호선,반포역,733-156,30,공실,,,,
1484,GS,7호선,반포역,733-201,43,공실,,,,
1485,GS,7호선,반포역,733-202,42,공실,,,,
1486,공실,7호선,고속터미널(7)역,734-101,556,,제과,,,
1487,GS,7호선,고속터미널(7)역,734-140,95,공실,제과,,,
1488,GS,7호선,고속터미널(7)역,734-142,44,공실,제과,,,
1489,개별(일반),7호선,고속터미널(7)역,734-201,44,액세서리,제과,2019.06.25,2024.07.24,"3,020,000"
1490,복합,7호선,고속터미널(7)역,734-202,123.69,액세서리,제과,2017.06.09,2022.11.06,"145,000,000"
1491,복합,7호선,고속터미널(7)역,734-203,,의류,제과,2017.06.09,2022.11.06,
1492,복합,7호선,고속터미널(7)역,734-204,,고속터미널 복합상가,제과,2017.06.09,2022.11.06,
1493,복합,7호선,고속터미널(7)역,734-205,44.31,의류(언더웨어),제과,2017.06.09,2022.11.06,
1494,복합,7호선,고속터미널(7)역,734-206,62.77,고속터미널 복합상가,제과,2017.06.09,2022.11.06,
1495,복합,7호선,고속터미널(7)역,734-207,,고속터미널 복합상가,제과,2017.06.09,2022.11.06,
1496,복합,7호선,고속터미널(7)역,734-208,,고속터미널 복합상가,제과,2017.06.09,2022.11.06,
1497,복합,7호선,고속터미널(7)역,734-210,231.28,고속터미널 복합상가,제과,2017.06.09,2022.11.06,
1498,복합,7호선,고속터미널(7)역,734-211,,고속터미널 복합상가,제과,2017.06.09,2022.11.06,
1499,복합,7호선,고속터미널(7)역,734-212,,고속터미널 복합상가,제과,2017.06.09,2022.11.06,
1500,복합,7호선,고속터미널(7)역,734-213,,고속터미널 복합상가,제과,2017.06.09,2022.11.06,
1501,복합,7호선,고속터미널(7)역,734-214,376.56,고속터미널 복합상가,제과,2017.06.09,2022.11.06,
1502,공실,7호선,고속터미널(7)역,734-209,360,,제과,,,
1503,네트워크,7호선,고속터미널(7)역,734-215,60.27,편의점,제과,2020.02.13,2025.04.12,"23,453,430"
1504,네트워크,7호선,고속터미널(7)역,734-216,71.53,제과,제과,2016.06.07,2021.08.06,"7,470,141"
1505,개별(일반),7호선,내방역,735-101,45,액세서리,,2017.03.09,2022.04.08,"4,200,000"
1506,네트워크,7호선,내방역,735-103,62.21,편의점,,2020.02.13,2025.04.12,"15,240,940"
1507,개별(일반),7호선,내방역,735-201,30.78,액세서리,,2020.03.13,2025.04.12,"3,730,000"
1508,GS,7호선,내방역,735-202,34,공실,,,,
1509,GS,7호선,내방역,735-203,28,공실,,,,
1510,GS,7호선,내방역,735-204,28,공실,,,,
1511,개별(대형),7호선,이수(7)역,736-101,592,서점(카페포함),제과,2018.12.20,2024.04.18,"10,552,300"
1512,개별(일반),7호선,이수(7)역,736-102,48,사무실,제과,2020.05.29,2025.05.28,"500,000"
1513,GS,7호선,이수(7)역,736-103,51,공실,제과,,,
1514,GS,7호선,이수(7)역,736-104,51,공실,제과,,,
1515,GS,7호선,이수(7)역,736-112,74,공실,제과,,,
1516,소송상가,7호선,이수(7)역,736-301,24.01,의류(여성),제과,2013.11.01,2018.12.01,"8,900,000"
1517,공실,7호선,이수(7)역,736-302,11.02,,제과,,,
1518,공실,7호선,이수(7)역,736-303,37.26,,제과,,,
1519,공실,7호선,이수(7)역,736-304,34.01,,제과,,,
1520,공실,7호선,이수(7)역,736-305,33.7,,제과,,,
1521,공실,7호선,이수(7)역,736-306,24.38,,제과,,,
1522,개별(일반),7호선,이수(7)역,736-308,9.84,의류,제과,2020.03.02,2025.04.01,"2,250,000"
1523,공실,7호선,이수(7)역,736-311,33.65,,제과,,,
1524,공실,7호선,이수(7)역,736-312,40.76,,제과,,,
1525,네트워크,7호선,이수(7)역,736-307,54.05,편의점,제과,2020.02.13,2025.04.12,"14,677,520"
1526,네트워크,7호선,이수(7)역,736-310,27.22,제과,제과,2016.10.10,2021.12.09,"4,545,570"
1527,네트워크,7호선,이수(7)역,736-313,22.5,플라워,제과,2018.11.27,2024.01.25,"1,865,759"
1528,GS,7호선,이수(7)역,736-314,27,공실,제과,,,
1529,GS,7호선,이수(7)역,736-315,64,공실,제과,,,
1530,GS,7호선,이수(7)역,736-316,35,공실,제과,,,
1531,GS,7호선,이수(7)역,736-317,25,공실,제과,,,
1532,GS,7호선,이수(7)역,736-320,23,공실,제과,,,
1533,GS,7호선,이수(7)역,736-321,35,공실,제과,,,
1534,네트워크,7호선,남성역,737-101,45.25,편의점,,2020.02.13,2025.04.12,"9,788,350"
1535,GS,7호선,남성역,737-202,45,공실,,,,
1536,GS,7호선,남성역,737-203,26,공실,,,,
1537,GS,7호선,남성역,737-204,15,공실,,,,
1538,GS,7호선,남성역,737-205,50,공실,,,,
1539,네트워크,7호선,숭실대입구역,738-101,39.29,편의점,제과,2020.02.13,2025.04.12,"9,835,540"
1540,네트워크,7호선,숭실대입구역,738-102,22.02,제과,제과,2016.06.07,2021.08.06,"2,762,795"
1541,네트워크,7호선,숭실대입구역,738-201,37,액세서리,제과,2018.05.09,2023.07.07,"2,373,626"
1542,개별(일반),7호선,숭실대입구역,738-202,35.7,제과(포장수입과자),제과,2017.03.09,2022.04.08,"3,000,000"
1543,개별(일반),7호선,숭실대입구역,738-203,42,액세서리,제과,2018.11.20,2023.12.19,"1,300,000"
1544,GS,7호선,숭실대입구역,738-204,28,공실,제과,,,
1545,GS,7호선,숭실대입구역,738-213,30,공실,제과,,,
1546,개별(일반),7호선,숭실대입구역,738-501,116,공익상가,제과,2018.08.05,2020.08.04,"1,127,100"
1547,네트워크,7호선,상도역,739-101,112.57,편의점,,2020.02.13,2025.04.12,"21,907,600"
1548,개별(일반),7호선,상도역,739-201,25.2,제과,,2018.09.28,2023.10.27,"3,517,000"
1549,GS,7호선,상도역,739-202,50,공실,,,,
1550,GS,7호선,상도역,739-203,34,공실,,,,
1551,GS,7호선,상도역,739-204,26,공실,,,,
1552,네트워크,7호선,장승배기역,740-101,36.18,편의점,,2020.02.13,2025.04.12,"8,185,320"
1553,개별(일반),7호선,장승배기역,740-201,35.52,의류,,2019.06.25,2024.07.24,"2,710,000"
1554,GS,7호선,장승배기역,740-202,54,공실,,,,
1555,GS,7호선,장승배기역,740-203,40,공실,,,,
1556,GS,7호선,장승배기역,740-204,60,공실,,,,
1557,GS,7호선,장승배기역,740-205,80,공실,,,,
1558,GS,7호선,장승배기역,740-207,38,공실,,,,
1559,네트워크,7호선,신대방삼거리역,741-101,51.49,편의점,,2020.02.13,2025.04.12,"13,025,870"
1560,GS,7호선,신대방삼거리역,741-102,55,공실,,,,
1561,네트워크,7호선,신대방삼거리역,741-201,25.06,액세서리,,2018.05.09,2023.07.07,"1,607,650"
1562,개별(일반),7호선,신대방삼거리역,741-202,34,의류,,2018.08.14,2023.09.12,"1,818,300"
1563,GS,7호선,신대방삼거리역,741-203,61,공실,,,,
1564,GS,7호선,신대방삼거리역,741-204,43,공실,,,,
1565,GS,7호선,신대방삼거리역,741-205,43,공실,,,,
1566,GS,7호선,신대방삼거리역,741-206,49,공실,,,,
1567,GS,7호선,신대방삼거리역,741-207,27,공실,,,,
1568,GS,7호선,신대방삼거리역,741-208,42,공실,,,,
1569,GS,7호선,신대방삼거리역,741-209,42,공실,,,,
1570,GS,7호선,신대방삼거리역,741-210,42,공실,,,,
1571,네트워크,7호선,보라매역,742-103,27.58,편의점,,2020.02.13,2025.04.12,"6,309,160"
1572,GS,7호선,보라매역,742-105,38,공실,,,,
1573,GS,7호선,보라매역,742-106,39,공실,,,,
1574,GS,7호선,보라매역,742-107,32,공실,,,,
1575,개별(일반),7호선,신풍역,743-103,30,의류,,2019.12.17,2025.01.15,"2,020,000"
1576,네트워크,7호선,신풍역,743-104,32.82,편의점,,2020.02.13,2025.04.12,"8,322,600"
1577,GS,7호선,신풍역,743-106,47,공실,,,,
1578,GS,7호선,신풍역,743-107,46,공실,,,,
1579,GS,7호선,신풍역,743-108,40,공실,,,,
1580,GS,7호선,신풍역,743-109,45,공실,,,,
1581,GS,7호선,신풍역,743-110,45,공실,,,,
1582,GS,7호선,신풍역,743-111,30,공실,,,,
1583,GS,7호선,신풍역,743-112,30,공실,,,,
1584,복합,7호선,대림(7)역,744-001,41.1,의류,화장품,2017.05.22,2022.08.20,"22,680,670"
1585,네트워크,7호선,대림(7)역,744-002,21.05,화장품,화장품,2016.10.10,2021.11.24,"3,936,077"
1586,개별(일반),7호선,대림(7)역,744-003,22,의류,화장품,2018.04.21,2023.05.20,"7,222,000"
1587,개별(일반),7호선,대림(7)역,744-004,22,편의점,화장품,2018.04.10,2023.05.09,"9,200,000"
1588,네트워크,7호선,대림(7)역,744-101,49.58,플라워,화장품,2018.11.27,2024.01.25,"6,370,673"
1589,개별(일반),7호선,대림(7)역,744-102,44.74,의류,화장품,2020.06.08,2025.07.08,"6,600,000"
1590,복합,7호선,대림(7)역,744-103,68,의류,화장품,2017.05.22,2022.08.20,"15,079,302"
1591,네트워크,7호선,대림(7)역,744-104,29.51,편의점,화장품,2020.02.13,2025.04.12,"13,230,360"
1592,GS,7호선,대림(7)역,744-105,40,공실,화장품,,,
1593,GS,7호선,대림(7)역,744-106,39,공실,화장품,,,
1594,GS,7호선,대림(7)역,744-107,39,공실,화장품,,,
1595,GS,7호선,대림(7)역,744-108,30,공실,화장품,,,
1596,네트워크,7호선,남구로역,745-101,33.67,편의점,,2020.02.13,2025.04.12,"8,428,420"
1597,GS,7호선,남구로역,745-103,40,공실,,,,
1598,GS,7호선,남구로역,745-104,32,공실,,,,
1599,공실,7호선,남구로역,745-201,69.14,,,,,
1600,GS,7호선,남구로역,745-202,22,공실,,,,
1601,GS,7호선,남구로역,745-203,43,공실,,,,
1602,공실,7호선,가산디지털단지역,746-001,31.71,,,,,
1603,개별(일반),7호선,가산디지털단지역,746-101,34,제과,,2018.09.28,2023.10.27,"7,512,000"
1604,GS,7호선,가산디지털단지역,746-103,69,공실,,,,
1605,네트워크,7호선,가산디지털단지역,746-301,41.97,플라워,,2018.11.27,2024.01.25,"3,747,975"
1606,네트워크,7호선,가산디지털단지역,746-302,35.8,편의점,,2020.02.13,2025.04.12,"16,485,040"
1607,네트워크,7호선,철산역,747-101,36.61,편의점,,2020.02.13,2025.04.12,"12,851,410"
1608,복합,7호선,철산역,747-102,30,패션잡화,,2016.05.02,2021.07.31,"20,050,000"
1609,복합,7호선,철산역,747-103,18,패션잡화,,2016.05.02,2021.07.31,
1610,복합,7호선,철산역,747-105,63,여성의류,,2016.05.02,2021.07.31,
1611,복합,7호선,철산역,747-106,71,액세서리,,2016.05.02,2021.07.31,
1612,복합,7호선,철산역,747-109,42,여성의류,,2016.05.02,2021.07.31,
1613,네트워크,7호선,광명사거리역,748-101,45.74,제과,"제과, 화장품",2016.10.10,2021.12.09,"6,072,000"
1614,네트워크,7호선,광명사거리역,748-102,34.27,편의점,"제과, 화장품",2020.02.13,2025.04.12,"12,292,280"
1615,GS,7호선,광명사거리역,748-103,13,공실,"제과, 화장품",,,
1616,네트워크,7호선,광명사거리역,748-201,37.17,화장품,"제과, 화장품",2016.10.10,2021.11.24,"5,153,196"
1617,GS,7호선,광명사거리역,748-203,44,공실,"제과, 화장품",,,
1618,GS,7호선,광명사거리역,748-204,37,공실,"제과, 화장품",,,
1619,GS,7호선,광명사거리역,748-205,40,공실,"제과, 화장품",,,
1620,GS,7호선,광명사거리역,748-206,40,공실,"제과, 화장품",,,
1621,GS,7호선,광명사거리역,748-207,41,공실,"제과, 화장품",,,
1622,네트워크,7호선,천왕역,749-101,36.93,편의점,,2020.02.13,2025.04.12,"6,160,440"
1623,개별(일반),7호선,천왕역,749-201,900.39,문화복지,,2016.09.12,2022.03.10,"1,232,310"
1624,개별(일반),7호선,온수역,750-101,13.5,액세서리,,2017.03.09,2022.04.08,"2,500,000"
1625,개별(일반),7호선,온수역,750-103,23.1,의류,,2018.10.23,2023.11.21,"3,200,000"
1626,네트워크,7호선,온수역,750-104,29.81,편의점,,2020.02.13,2025.04.12,"6,966,960"
1627,GS,7호선,온수역,750-105,41,공실,,,,
1628,GS,7호선,온수역,750-106,35,공실,,,,
1629,GS,7호선,온수역,750-107,82,공실,,,,
1630,GS,7호선,온수역,750-108,128,공실,,,,
1631,GS,7호선,온수역,750-112,60,공실,,,,
1632,네트워크,7호선,까치울역,751-101,39,편의점,,2018.06.29,2023.07.28,"6,767,903"
1633,네트워크,7호선,부천종합운동장역,752-101,58,편의점,,2018.06.29,2023.07.28,"9,028,975"
1634,네트워크,7호선,춘의역,753-101,66,편의점,,2018.06.29,2023.07.28,"11,453,375"
1635,네트워크,7호선,신중동역,754-101,65,편의점,,2018.06.29,2023.07.28,"20,403,240"
1636,공실,7호선,신중동역,754-102,62.06,,,,,
1637,네트워크,7호선,부천시청역,755-101,41,편의점,,2018.06.29,2023.07.28,"15,590,167"
1638,개별(일반),7호선,부천시청역,755-102,25.56,제과,,2015.08.07,2020.09.06,"4,470,000"
1639,개별(일반),7호선,부천시청역,755-103,24.48,액세서리,,2020.02.24,2025.03.25,"1,820,000"
1640,개별(일반),7호선,부천시청역,755-104,21.24,의류,,2017.09.16,2022.10.15,"1,426,000"
1641,네트워크,7호선,상동역,756-101,35,편의점,,2018.06.29,2023.07.28,"14,559,160"
1642,개별(일반),7호선,상동역,756-102,42.02,제과,,2015.08.07,2020.09.06,"8,053,000"
1643,네트워크,7호선,삼산체육관역,757-101,37,편의점,,2018.06.29,2023.07.28,"7,648,343"
1644,네트워크,7호선,굴포천역,758-101,47,편의점,,2018.06.29,2023.07.28,"9,595,520"
1645,개별(일반),7호선,부평구청역,759-101,214.88,공익상가,,2020.05.26,2025.05.25,"2,710,000"
1646,네트워크,7호선,부평구청역,759-201,46,편의점,,2018.06.29,2023.07.28,"9,273,967"
1647,개별(일반),8호선,암사역,810-101,36.54,의류,편의점,2019.10.08,2024.11.06,"5,130,000"
1648,네트워크,8호선,암사역,810-102,24,의류,편의점,2018.05.12,2023.07.10,"1,853,755"
1649,네트워크,8호선,암사역,810-103,35,편의점,편의점,2016.07.25,2021.11.17,"13,906,760"
1650,개별(일반),8호선,암사역,810-104,27.37,의류,편의점,2019.04.02,2024.05.01,"3,550,000"
1651,개별(일반),8호선,암사역,810-105,46.46,제과,편의점,2018.02.23,2023.03.24,"7,620,400"
1652,네트워크,8호선,강동구청역,812-101,30,편의점,편의점,2016.07.25,2021.11.17,"8,849,507"
1653,공실,8호선,강동구청역,812-102,36.96,,편의점,,,
1654,개별(일반),8호선,강동구청역,812-201,37.45,의류,편의점,2019.04.02,2024.05.01,"2,180,000"
1655,개별(일반),8호선,강동구청역,812-202,46.69,분식,편의점,2020.06.10,2025.07.10,"2,500,000"
1656,네트워크,8호선,몽촌토성역,813-101,36,편의점,편의점,2016.07.25,2021.11.17,"7,487,918"
1657,복합,8호선,잠실(8)역,814-101,191,분식,,2016.01.11,2021.04.10,"150,873,570"
1658,복합,8호선,잠실(8)역,814-102,118,의료,,2016.01.11,2021.04.10,
1659,복합,8호선,잠실(8)역,814-103,16,음료,,2016.01.11,2021.04.10,
1660,복합,8호선,잠실(8)역,814-104,225,음식,,2016.01.11,2021.04.10,
1661,복합,8호선,잠실(8)역,814-105,52,편의점,,2016.01.11,2021.04.10,
1662,복합,8호선,잠실(8)역,814-106,708,도서 및 음료,,2016.01.11,2021.04.10,
1663,복합,8호선,잠실(8)역,814-107,40,신발,,2016.01.11,2021.04.10,
1664,복합,8호선,잠실(8)역,814-109,48,의류,,2016.01.11,2021.04.10,
1665,복합,8호선,잠실(8)역,814-110,24,의류,,2016.01.11,2021.04.10,
1666,복합,8호선,잠실(8)역,814-111,144,화장품,,2016.01.11,2021.04.10,
1667,복합,8호선,잠실(8)역,814-112,24,분식,,2016.01.11,2021.04.10,
1668,복합,8호선,잠실(8)역,814-113,48,여성의류,,2016.01.11,2021.04.10,
1669,복합,8호선,잠실(8)역,814-114,14.23,제과,,2016.01.11,2021.04.10,
1670,복합,8호선,잠실(8)역,814-115,26,분식,,2016.01.11,2021.04.10,
1671,복합,8호선,잠실(8)역,814-116,56,음식,,2016.01.11,2021.04.10,
1672,복합,8호선,잠실(8)역,814-117,56,이동통신기기,,2016.01.11,2021.04.10,
1673,복합,8호선,잠실(8)역,814-118,56,액세서리,,2016.01.11,2021.04.10,
1674,복합,8호선,잠실(8)역,814-119,45,공실,,2016.01.11,2021.04.10,
1675,복합,8호선,잠실(8)역,814-120,48,잡화,,2016.01.11,2021.04.10,
1676,복합,8호선,잠실(8)역,814-121,20,가공식품,,2016.01.11,2021.04.10,
1677,복합,8호선,잠실(8)역,814-122,20,편의점,,2016.01.11,2021.04.10,
1678,복합,8호선,잠실(8)역,814-123,20,생활가전제품,,2016.01.11,2021.04.10,
1679,복합,8호선,잠실(8)역,814-202,29,의류,,2016.01.11,2021.04.10,
1680,복합,8호선,잠실(8)역,814-203,13.5,커피,,2016.01.11,2021.04.10,
1681,복합,8호선,잠실(8)역,814-204,9.36,커피,,2016.01.11,2021.04.10,
1682,개별(일반),8호선,잠실(8)역,814-201,28.6,편의점,,2019.12.24,2025.01.22,"16,190,000"
1683,개별(일반),8호선,석촌역,815-101,30,푸른마을,편의점,2017.01.05,2022.01.04,"2,500,000"
1684,네트워크,8호선,석촌역,815-102,38,편의점,편의점,2016.07.25,2021.11.17,"9,780,832"
1685,개별(일반),8호선,송파역,816-101,27.15,제과,편의점,2017.09.16,2022.10.15,"1,712,000"
1686,네트워크,8호선,송파역,816-102,32.2,편의점,편의점,2016.07.25,2021.11.17,"5,517,976"
1687,공실,8호선,가락시장(8)역,817-101,30.44,,편의점,,,
1688,네트워크,8호선,가락시장(8)역,817-102,33,편의점,편의점,2016.07.25,2021.11.17,"7,167,277"
1689,공실,8호선,가락시장(8)역,817-103,61.84,,편의점,,,
1690,공실,8호선,가락시장(8)역,817-104,54.52,,편의점,,,
1691,개별(일반),8호선,가락시장(8)역,817-105,52.16,의류,편의점,2019.04.09,2024.05.08,"4,099,800"
1692,개별(일반),8호선,가락시장(8)역,817-106,19.84,창고(도소매),편의점,2020.02.11,2025.03.11,"1,012,000"
1693,개별(일반),8호선,가락시장(8)역,817-107,24.61,제과,편의점,2019.12.18,2025.01.16,"2,186,000"
1694,네트워크,8호선,문정역,818-101,30,편의점,편의점,2016.07.25,2021.11.17,"5,552,551"
1695,네트워크,8호선,장지역,819-101,35.2,편의점,편의점,2016.07.25,2021.11.17,"11,392,786"
1696,공실,8호선,장지역,819-102,38.82,,편의점,,,
1697,공실,8호선,장지역,819-103,12.85,,편의점,,,
1698,네트워크,8호선,복정역,820-101,50,편의점,편의점,2016.07.25,2021.11.17,"8,911,248"
1699,네트워크,8호선,산성역,821-101,30,편의점,편의점,2016.07.25,2021.11.17,"6,116,450"
1700,개별(일반),8호선,남한산성입구역,822-101,34.32,세계과자,편의점,2019.11.19,2024.12.18,"3,413,000"
1701,네트워크,8호선,남한산성입구역,822-201,36,편의점,편의점,2016.07.25,2021.11.17,"12,353,088"
1702,개별(일반),8호선,남한산성입구역,822-202,22.09,세계과자,편의점,2019.12.10,2025.01.08,"1,590,000"
1703,공실,8호선,남한산성입구역,822-203,54.76,,편의점,,,
1704,네트워크,8호선,남한산성입구역,822-204,34.18,액세서리,편의점,2018.05.09,2023.07.07,"1,977,511"
1705,개별(일반),8호선,남한산성입구역,822-205,17,커피,편의점,2019.10.29,2024.11.27,"1,666,600"
1706,공실,8호선,단대오거리역,823-101,42.5,,"기타잡화,편의점",,,
1707,공실,8호선,단대오거리역,823-102,36.78,,"기타잡화,편의점",,,
1708,네트워크,8호선,단대오거리역,823-201,32.5,편의점,"기타잡화,편의점",2016.07.25,2021.11.17,"8,712,991"
1709,공실,8호선,단대오거리역,823-202,28.97,,"기타잡화,편의점",,,
1710,개별(일반),8호선,단대오거리역,823-203,54.03,분식,"기타잡화,편의점",2018.08.31,2023.09.29,"7,630,000"
1711,네트워크,8호선,단대오거리역,823-204,75.09,기타(잡화),"기타잡화,편의점",2016.05.23,2021.06.22,"4,284,455"
1712,네트워크,8호선,신흥역,824-101,40,편의점,편의점,2016.07.25,2021.11.17,"6,124,682"
1713,네트워크,8호선,수진역,825-101,40,편의점,편의점,2016.07.25,2021.11.17,"5,575,875"
1714,네트워크,8호선,모란역,826-101,50,편의점,편의점,2016.07.25,2021.11.17,"5,831,070"
